"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1913","test_volume_positive[-DAI-CES]","tests.validation","Wed Sep 17 18:06:46 GMT 2025","passed","Wed Sep 17 18:06:48 GMT 2025","","test_volume_validation","",""
"","1429","test_date_format_and_range[15m-CES-POL]","tests.validation","Wed Sep 17 18:03:53 GMT 2025","passed","Wed Sep 17 18:03:54 GMT 2025","","test_date_validation","",""
"","2586","test_timeframe_consistency[USDT-DAI]","tests.consistency","Wed Sep 17 17:58:27 GMT 2025","passed","Wed Sep 17 17:58:30 GMT 2025","","test_timeframe_consistency","",""
"","1434","test_no_duplicate_dates[1h-USDT-DAI]","tests.validation","Wed Sep 17 18:02:12 GMT 2025","passed","Wed Sep 17 18:02:13 GMT 2025","","test_date_validation","",""
"","1424","test_api_availability[-USDT-DAI]","tests.basic","Wed Sep 17 17:53:50 GMT 2025","passed","Wed Sep 17 17:53:52 GMT 2025","","test_availability","",""
"","1424","test_non_empty_data[4h-POL-USDT]","tests.basic","Wed Sep 17 17:57:06 GMT 2025","passed","Wed Sep 17 17:57:08 GMT 2025","","test_data_structure","",""
"","1532","test_response_structure[1h-POL-USDT]","tests.basic","Wed Sep 17 17:55:58 GMT 2025","passed","Wed Sep 17 17:55:59 GMT 2025","","test_data_structure","",""
"","1429","test_no_duplicate_dates[15m-POL-DAI]","tests.validation","Wed Sep 17 18:02:22 GMT 2025","passed","Wed Sep 17 18:02:23 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1429","test_candle_validity[1h-CES-DAI]","tests.validation","Wed Sep 17 18:06:10 GMT 2025","passed","Wed Sep 17 18:06:11 GMT 2025","","test_price_validation","",""
"","1442","test_no_duplicate_dates[-CES-USDT]","tests.validation","Wed Sep 17 18:01:21 GMT 2025","passed","Wed Sep 17 18:01:23 GMT 2025","","test_date_validation","",""
"","1940","test_volume_positive[4h-DAI-POL]","tests.validation","Wed Sep 17 18:07:17 GMT 2025","passed","Wed Sep 17 18:07:19 GMT 2025","","test_volume_validation","",""
"","1473","test_response_structure[1h-USDT-DAI]","tests.basic","Wed Sep 17 17:56:08 GMT 2025","passed","Wed Sep 17 17:56:09 GMT 2025","","test_data_structure","",""
"","1429","test_non_empty_data[4h-POL-CES]","tests.basic","Wed Sep 17 17:57:12 GMT 2025","passed","Wed Sep 17 17:57:14 GMT 2025","","test_data_structure","",""
"","1400","test_api_availability[1h-DAI-USDT]","tests.basic","Wed Sep 17 17:54:41 GMT 2025","passed","Wed Sep 17 17:54:42 GMT 2025","","test_availability","",""
"","1434","test_dates_ordered[4h-USDT-DAI]","tests.validation","Wed Sep 17 18:00:28 GMT 2025","passed","Wed Sep 17 18:00:29 GMT 2025","","test_date_validation","",""
"","1424","test_api_availability[4h-DAI-CES]","tests.basic","Wed Sep 17 17:54:31 GMT 2025","passed","Wed Sep 17 17:54:32 GMT 2025","","test_availability","",""
"","1426","test_date_format_and_range[1h-USDT-CES]","tests.validation","Wed Sep 17 18:03:41 GMT 2025","passed","Wed Sep 17 18:03:43 GMT 2025","","test_date_validation","",""
"","1470","test_non_empty_data[4h-POL-DAI]","tests.basic","Wed Sep 17 17:57:09 GMT 2025","passed","Wed Sep 17 17:57:11 GMT 2025","","test_data_structure","",""
"","1455","test_date_format_and_range[4h-USDT-CES]","tests.validation","Wed Sep 17 18:03:24 GMT 2025","passed","Wed Sep 17 18:03:25 GMT 2025","","test_date_validation","",""
"Проверяет, что цены в разумных пределах","391","test_price_ranges[1w-USDT-DAI]","tests.validation","Wed Sep 17 18:04:23 GMT 2025","failed","Wed Sep 17 18:04:24 GMT 2025","","test_price_validation","",""
"","1921","test_volume_positive[1h-DAI-POL]","tests.validation","Wed Sep 17 18:07:40 GMT 2025","passed","Wed Sep 17 18:07:42 GMT 2025","","test_volume_validation","",""
"","1912","test_volume_positive[1h-CES-USDT]","tests.validation","Wed Sep 17 18:07:50 GMT 2025","passed","Wed Sep 17 18:07:52 GMT 2025","","test_volume_validation","",""
"Проверяет, что цены в разумных пределах","1432","test_price_ranges[4h-DAI-POL]","tests.validation","Wed Sep 17 18:04:31 GMT 2025","passed","Wed Sep 17 18:04:33 GMT 2025","","test_price_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1446","test_candle_validity[1h-USDT-POL]","tests.validation","Wed Sep 17 18:05:57 GMT 2025","passed","Wed Sep 17 18:05:58 GMT 2025","","test_price_validation","",""
"","1914","test_volume_positive[1h-POL-DAI]","tests.validation","Wed Sep 17 18:07:38 GMT 2025","passed","Wed Sep 17 18:07:40 GMT 2025","","test_volume_validation","",""
"","1423","test_no_duplicate_dates[-USDT-POL]","tests.validation","Wed Sep 17 18:01:11 GMT 2025","passed","Wed Sep 17 18:01:13 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1428","test_candle_validity[4h-USDT-CES]","tests.validation","Wed Sep 17 18:05:51 GMT 2025","passed","Wed Sep 17 18:05:52 GMT 2025","","test_price_validation","",""
"","1457","test_no_duplicate_dates[-POL-DAI]","tests.validation","Wed Sep 17 18:01:13 GMT 2025","passed","Wed Sep 17 18:01:14 GMT 2025","","test_date_validation","",""
"","1411","test_non_empty_data[15m-CES-DAI]","tests.basic","Wed Sep 17 17:57:55 GMT 2025","passed","Wed Sep 17 17:57:57 GMT 2025","","test_data_structure","",""
"Проверяет, что цены в разумных пределах","430","test_price_ranges[-USDT-DAI]","tests.validation","Wed Sep 17 18:04:11 GMT 2025","failed","Wed Sep 17 18:04:12 GMT 2025","","test_price_validation","",""
"","1431","test_dates_ordered[1h-DAI-CES]","tests.validation","Wed Sep 17 18:00:51 GMT 2025","passed","Wed Sep 17 18:00:53 GMT 2025","","test_date_validation","",""
"","1394","test_api_availability[1w-DAI-CES]","tests.basic","Wed Sep 17 17:54:13 GMT 2025","passed","Wed Sep 17 17:54:14 GMT 2025","","test_availability","",""
"","1413","test_dates_ordered[1w-POL-DAI]","tests.validation","Wed Sep 17 18:00:04 GMT 2025","passed","Wed Sep 17 18:00:05 GMT 2025","","test_date_validation","",""
"","729","Работа кнопки Max для POL","tests.UI","Mon Sep 15 20:43:40 GMT 2025","broken","Mon Sep 15 20:43:41 GMT 2025","TestSwapPage","tests_swap","",""
"","1417","test_api_availability[-CES-DAI]","tests.basic","Wed Sep 17 17:53:55 GMT 2025","passed","Wed Sep 17 17:53:56 GMT 2025","","test_availability","",""
"Проверяет, что цены в разумных пределах","1417","test_price_ranges[15m-CES-USDT]","tests.validation","Wed Sep 17 18:05:10 GMT 2025","passed","Wed Sep 17 18:05:12 GMT 2025","","test_price_validation","",""
"","1381","test_response_structure[1w-CES-DAI]","tests.basic","Wed Sep 17 17:55:38 GMT 2025","passed","Wed Sep 17 17:55:39 GMT 2025","","test_data_structure","",""
"","1434","test_no_duplicate_dates[4h-POL-DAI]","tests.validation","Wed Sep 17 18:01:47 GMT 2025","passed","Wed Sep 17 18:01:49 GMT 2025","","test_date_validation","",""
"","1951","test_zero_volume_cases[15m-CES-USDT]","tests.special","Wed Sep 17 17:59:33 GMT 2025","passed","Wed Sep 17 17:59:35 GMT 2025","","test_edge_cases","",""
"Проверяет, что цены в разумных пределах","1427","test_price_ranges[4h-CES-USDT]","tests.validation","Wed Sep 17 18:04:39 GMT 2025","passed","Wed Sep 17 18:04:40 GMT 2025","","test_price_validation","",""
"Проверяет, что цены в разумных пределах","1419","test_price_ranges[1h-POL-CES]","tests.validation","Wed Sep 17 18:04:50 GMT 2025","passed","Wed Sep 17 18:04:51 GMT 2025","","test_price_validation","",""
"Проверяет, что цены в разумных пределах","385","test_price_ranges[1w-USDT-POL]","tests.validation","Wed Sep 17 18:04:17 GMT 2025","failed","Wed Sep 17 18:04:17 GMT 2025","","test_price_validation","",""
"","1384","test_non_empty_data[1w-DAI-CES]","tests.basic","Wed Sep 17 17:57:05 GMT 2025","passed","Wed Sep 17 17:57:06 GMT 2025","","test_data_structure","",""
"","1391","test_api_availability[1w-USDT-POL]","tests.basic","Wed Sep 17 17:53:59 GMT 2025","passed","Wed Sep 17 17:54:00 GMT 2025","","test_availability","",""
"","11731","Проверка загрузки страницы Swap","tests.UI","Mon Sep 15 20:43:18 GMT 2025","broken","Mon Sep 15 20:43:30 GMT 2025","TestSwapPage","tests_swap","",""
"","1929","test_zero_volume_cases[15m-POL-DAI]","tests.special","Wed Sep 17 17:59:22 GMT 2025","passed","Wed Sep 17 17:59:24 GMT 2025","","test_edge_cases","",""
"","1429","test_date_format_and_range[-POL-DAI]","tests.validation","Wed Sep 17 18:02:39 GMT 2025","passed","Wed Sep 17 18:02:40 GMT 2025","","test_date_validation","",""
"","1502","test_date_format_and_range[4h-DAI-CES]","tests.validation","Wed Sep 17 18:03:27 GMT 2025","passed","Wed Sep 17 18:03:28 GMT 2025","","test_date_validation","",""
"","1442","test_response_structure[-USDT-DAI]","tests.basic","Wed Sep 17 17:55:17 GMT 2025","passed","Wed Sep 17 17:55:18 GMT 2025","","test_data_structure","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1416","test_candle_validity[15m-CES-DAI]","tests.validation","Wed Sep 17 18:06:23 GMT 2025","passed","Wed Sep 17 18:06:24 GMT 2025","","test_price_validation","",""
"Проверяет, что цены в разумных пределах","1397","test_price_ranges[-CES-POL]","tests.validation","Wed Sep 17 18:04:08 GMT 2025","passed","Wed Sep 17 18:04:10 GMT 2025","","test_price_validation","",""
"","885","Ввод суммы в поле POL","tests.UI","Mon Sep 15 20:43:35 GMT 2025","passed","Mon Sep 15 20:43:36 GMT 2025","TestSwapPage","tests_swap","",""
"","1419","test_non_empty_data[15m-USDT-CES]","tests.basic","Wed Sep 17 17:57:54 GMT 2025","passed","Wed Sep 17 17:57:55 GMT 2025","","test_data_structure","",""
"","1436","test_non_empty_data[4h-CES-DAI]","tests.basic","Wed Sep 17 17:57:21 GMT 2025","passed","Wed Sep 17 17:57:22 GMT 2025","","test_data_structure","",""
"","1405","test_non_empty_data[1h-DAI-POL]","tests.basic","Wed Sep 17 17:57:28 GMT 2025","passed","Wed Sep 17 17:57:29 GMT 2025","","test_data_structure","",""
"Проверяет, что цены в разумных пределах","1440","test_price_ranges[4h-POL-DAI]","tests.validation","Wed Sep 17 18:04:30 GMT 2025","passed","Wed Sep 17 18:04:31 GMT 2025","","test_price_validation","",""
"","955","test_inverse_pairs[CES-POL]","tests.consistency","Wed Sep 17 17:58:03 GMT 2025","failed","Wed Sep 17 17:58:03 GMT 2025","","test_inverse_pairs","",""
"","1432","test_response_structure[4h-USDT-CES]","tests.basic","Wed Sep 17 17:55:53 GMT 2025","passed","Wed Sep 17 17:55:55 GMT 2025","","test_data_structure","",""
"","1435","test_non_empty_data[-CES-DAI]","tests.basic","Wed Sep 17 17:56:47 GMT 2025","passed","Wed Sep 17 17:56:48 GMT 2025","","test_data_structure","",""
"","1435","test_date_format_and_range[-CES-DAI]","tests.validation","Wed Sep 17 18:02:51 GMT 2025","passed","Wed Sep 17 18:02:52 GMT 2025","","test_date_validation","",""
"","1945","test_volume_positive[-CES-DAI]","tests.validation","Wed Sep 17 18:06:44 GMT 2025","passed","Wed Sep 17 18:06:46 GMT 2025","","test_volume_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","412","test_candle_validity[1w-USDT-POL]","tests.validation","Wed Sep 17 18:05:28 GMT 2025","failed","Wed Sep 17 18:05:28 GMT 2025","","test_price_validation","",""
"","1943","test_zero_volume_cases[15m-POL-USDT]","tests.special","Wed Sep 17 17:59:18 GMT 2025","passed","Wed Sep 17 17:59:20 GMT 2025","","test_edge_cases","",""
"","860","test_inverse_pairs[USDT-DAI]","tests.consistency","Wed Sep 17 17:58:04 GMT 2025","passed","Wed Sep 17 17:58:05 GMT 2025","","test_inverse_pairs","",""
"","1429","test_api_availability[1h-CES-DAI]","tests.basic","Wed Sep 17 17:54:46 GMT 2025","passed","Wed Sep 17 17:54:48 GMT 2025","","test_availability","",""
"","1911","test_volume_positive[1h-DAI-CES]","tests.validation","Wed Sep 17 18:07:56 GMT 2025","passed","Wed Sep 17 18:07:57 GMT 2025","","test_volume_validation","",""
"","1420","test_response_structure[1h-CES-USDT]","tests.basic","Wed Sep 17 17:56:09 GMT 2025","passed","Wed Sep 17 17:56:11 GMT 2025","","test_data_structure","",""
"","1428","test_non_empty_data[15m-CES-USDT]","tests.basic","Wed Sep 17 17:57:52 GMT 2025","passed","Wed Sep 17 17:57:54 GMT 2025","","test_data_structure","",""
"","1428","test_api_availability[15m-CES-DAI]","tests.basic","Wed Sep 17 17:55:03 GMT 2025","passed","Wed Sep 17 17:55:05 GMT 2025","","test_availability","",""
"","1432","test_api_availability[-POL-DAI]","tests.basic","Wed Sep 17 17:53:43 GMT 2025","passed","Wed Sep 17 17:53:45 GMT 2025","","test_availability","",""
"","1411","test_response_structure[15m-POL-USDT]","tests.basic","Wed Sep 17 17:56:15 GMT 2025","passed","Wed Sep 17 17:56:16 GMT 2025","","test_data_structure","",""
"","1391","test_non_empty_data[1w-POL-USDT]","tests.basic","Wed Sep 17 17:56:50 GMT 2025","passed","Wed Sep 17 17:56:51 GMT 2025","","test_data_structure","",""
"","1432","test_response_structure[-POL-CES]","tests.basic","Wed Sep 17 17:55:12 GMT 2025","passed","Wed Sep 17 17:55:14 GMT 2025","","test_data_structure","",""
"","1654","test_response_structure[-DAI-USDT]","tests.basic","Wed Sep 17 17:55:15 GMT 2025","passed","Wed Sep 17 17:55:17 GMT 2025","","test_data_structure","",""
"","1419","test_dates_ordered[4h-CES-DAI]","tests.validation","Wed Sep 17 18:00:32 GMT 2025","passed","Wed Sep 17 18:00:33 GMT 2025","","test_date_validation","",""
"","1419","test_date_format_and_range[1h-DAI-CES]","tests.validation","Wed Sep 17 18:03:44 GMT 2025","passed","Wed Sep 17 18:03:45 GMT 2025","","test_date_validation","",""
"","1428","test_non_empty_data[1h-POL-CES]","tests.basic","Wed Sep 17 17:57:29 GMT 2025","passed","Wed Sep 17 17:57:31 GMT 2025","","test_data_structure","",""
"","870","test_inverse_pairs[DAI-POL]","tests.consistency","Wed Sep 17 17:58:01 GMT 2025","passed","Wed Sep 17 17:58:02 GMT 2025","","test_inverse_pairs","",""
"","2096","test_dates_ordered[1h-POL-CES]","tests.validation","Wed Sep 17 18:00:41 GMT 2025","passed","Wed Sep 17 18:00:43 GMT 2025","","test_date_validation","",""
"","1399","test_date_format_and_range[1w-POL-DAI]","tests.validation","Wed Sep 17 18:02:57 GMT 2025","passed","Wed Sep 17 18:02:58 GMT 2025","","test_date_validation","",""
"","259","test_zero_volume_cases[1h-POL-USDT]","tests.special","Wed Sep 17 17:59:03 GMT 2025","failed","Wed Sep 17 17:59:04 GMT 2025","","test_edge_cases","",""
"","1411","test_response_structure[-CES-POL]","tests.basic","Wed Sep 17 17:55:14 GMT 2025","passed","Wed Sep 17 17:55:15 GMT 2025","","test_data_structure","",""
"Проверяет, что цены в разумных пределах","1437","test_price_ranges[1h-DAI-CES]","tests.validation","Wed Sep 17 18:05:00 GMT 2025","passed","Wed Sep 17 18:05:01 GMT 2025","","test_price_validation","",""
"","1379","test_dates_ordered[1w-CES-USDT]","tests.validation","Wed Sep 17 18:00:12 GMT 2025","passed","Wed Sep 17 18:00:13 GMT 2025","","test_date_validation","",""
"Проверяет, что цены в разумных пределах","1423","test_price_ranges[4h-USDT-DAI]","tests.validation","Wed Sep 17 18:04:37 GMT 2025","passed","Wed Sep 17 18:04:39 GMT 2025","","test_price_validation","",""
"Проверяет, что цены в разумных пределах","524","test_price_ranges[15m-USDT-CES]","tests.validation","Wed Sep 17 18:05:12 GMT 2025","failed","Wed Sep 17 18:05:12 GMT 2025","","test_price_validation","",""
"","1418","test_dates_ordered[1h-USDT-CES]","tests.validation","Wed Sep 17 18:00:48 GMT 2025","passed","Wed Sep 17 18:00:50 GMT 2025","","test_date_validation","",""
"","1397","test_non_empty_data[1w-USDT-POL]","tests.basic","Wed Sep 17 17:56:51 GMT 2025","passed","Wed Sep 17 17:56:52 GMT 2025","","test_data_structure","",""
"","1915","test_volume_positive[-USDT-CES]","tests.validation","Wed Sep 17 18:06:42 GMT 2025","passed","Wed Sep 17 18:06:44 GMT 2025","","test_volume_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1448","test_candle_validity[-DAI-USDT]","tests.validation","Wed Sep 17 18:05:21 GMT 2025","passed","Wed Sep 17 18:05:22 GMT 2025","","test_price_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1426","test_candle_validity[15m-POL-CES]","tests.validation","Wed Sep 17 18:06:16 GMT 2025","passed","Wed Sep 17 18:06:18 GMT 2025","","test_price_validation","",""
"Проверяет, что цены в разумных пределах","1383","test_price_ranges[1w-POL-CES]","tests.validation","Wed Sep 17 18:04:19 GMT 2025","passed","Wed Sep 17 18:04:20 GMT 2025","","test_price_validation","",""
"","1406","test_dates_ordered[1w-DAI-CES]","tests.validation","Wed Sep 17 18:00:16 GMT 2025","passed","Wed Sep 17 18:00:18 GMT 2025","","test_date_validation","",""
"","1495","test_api_availability[-POL-CES]","tests.basic","Wed Sep 17 17:53:46 GMT 2025","passed","Wed Sep 17 17:53:48 GMT 2025","","test_availability","",""
"","1433","test_api_availability[4h-DAI-POL]","tests.basic","Wed Sep 17 17:54:19 GMT 2025","passed","Wed Sep 17 17:54:21 GMT 2025","","test_availability","",""
"Проверяет, что цены в разумных пределах","1440","test_price_ranges[1h-USDT-POL]","tests.validation","Wed Sep 17 18:04:46 GMT 2025","passed","Wed Sep 17 18:04:47 GMT 2025","","test_price_validation","",""
"","1400","test_dates_ordered[1w-POL-USDT]","tests.validation","Wed Sep 17 18:00:01 GMT 2025","passed","Wed Sep 17 18:00:02 GMT 2025","","test_date_validation","",""
"Проверяет, что цена CES в USDT находится в разумном диапазоне","425","test_ces_usdt_price_range","tests.special","Wed Sep 17 17:59:43 GMT 2025","failed","Wed Sep 17 17:59:43 GMT 2025","","test_pair_specific","",""
"Проверяет, что цены в разумных пределах","1424","test_price_ranges[-DAI-USDT]","tests.validation","Wed Sep 17 18:04:10 GMT 2025","passed","Wed Sep 17 18:04:11 GMT 2025","","test_price_validation","",""
"","1415","test_non_empty_data[15m-POL-USDT]","tests.basic","Wed Sep 17 17:57:41 GMT 2025","passed","Wed Sep 17 17:57:42 GMT 2025","","test_data_structure","",""
"","1915","test_volume_positive[1h-USDT-CES]","tests.validation","Wed Sep 17 18:07:52 GMT 2025","passed","Wed Sep 17 18:07:54 GMT 2025","","test_volume_validation","",""
"","1426","test_non_empty_data[15m-POL-DAI]","tests.basic","Wed Sep 17 17:57:44 GMT 2025","passed","Wed Sep 17 17:57:45 GMT 2025","","test_data_structure","",""
"","1379","test_api_availability[1w-USDT-DAI]","tests.basic","Wed Sep 17 17:54:07 GMT 2025","passed","Wed Sep 17 17:54:09 GMT 2025","","test_availability","",""
"","1437","test_response_structure[-USDT-POL]","tests.basic","Wed Sep 17 17:55:08 GMT 2025","passed","Wed Sep 17 17:55:09 GMT 2025","","test_data_structure","",""
"","1407","test_non_empty_data[1w-USDT-CES]","tests.basic","Wed Sep 17 17:57:02 GMT 2025","passed","Wed Sep 17 17:57:04 GMT 2025","","test_data_structure","",""
"","250","test_zero_volume_cases[1w-POL-CES]","tests.special","Wed Sep 17 17:58:58 GMT 2025","failed","Wed Sep 17 17:58:58 GMT 2025","","test_edge_cases","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","437","test_candle_validity[-DAI-CES]","tests.validation","Wed Sep 17 18:05:26 GMT 2025","failed","Wed Sep 17 18:05:26 GMT 2025","","test_price_validation","",""
"Проверяет, что цены в разумных пределах","1405","test_price_ranges[1h-USDT-DAI]","tests.validation","Wed Sep 17 18:04:54 GMT 2025","passed","Wed Sep 17 18:04:56 GMT 2025","","test_price_validation","",""
"","1435","test_date_format_and_range[1h-USDT-POL]","tests.validation","Wed Sep 17 18:03:30 GMT 2025","passed","Wed Sep 17 18:03:31 GMT 2025","","test_date_validation","",""
"","1431","test_no_duplicate_dates[4h-DAI-POL]","tests.validation","Wed Sep 17 18:01:49 GMT 2025","passed","Wed Sep 17 18:01:50 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","455","test_candle_validity[-USDT-POL]","tests.validation","Wed Sep 17 18:05:15 GMT 2025","failed","Wed Sep 17 18:05:16 GMT 2025","","test_price_validation","",""
"","1438","test_non_empty_data[-POL-CES]","tests.basic","Wed Sep 17 17:56:38 GMT 2025","passed","Wed Sep 17 17:56:40 GMT 2025","","test_data_structure","",""
"","2560","test_timeframe_consistency[CES-POL]","tests.consistency","Wed Sep 17 17:58:22 GMT 2025","passed","Wed Sep 17 17:58:24 GMT 2025","","test_timeframe_consistency","",""
"","1426","test_response_structure[15m-USDT-DAI]","tests.basic","Wed Sep 17 17:56:25 GMT 2025","passed","Wed Sep 17 17:56:26 GMT 2025","","test_data_structure","",""
"","1920","test_zero_volume_cases[15m-DAI-POL]","tests.special","Wed Sep 17 17:59:24 GMT 2025","passed","Wed Sep 17 17:59:26 GMT 2025","","test_edge_cases","",""
"","1395","test_dates_ordered[1w-CES-DAI]","tests.validation","Wed Sep 17 18:00:15 GMT 2025","passed","Wed Sep 17 18:00:16 GMT 2025","","test_date_validation","",""
"","1893","test_volume_positive[1w-POL-USDT]","tests.validation","Wed Sep 17 18:06:48 GMT 2025","passed","Wed Sep 17 18:06:50 GMT 2025","","test_volume_validation","",""
"Проверяет, что цены в разумных пределах","1388","test_price_ranges[1w-POL-DAI]","tests.validation","Wed Sep 17 18:04:17 GMT 2025","passed","Wed Sep 17 18:04:19 GMT 2025","","test_price_validation","",""
"","1906","test_timeframe_consistency[CES-DAI]","tests.consistency","Wed Sep 17 17:58:35 GMT 2025","passed","Wed Sep 17 17:58:37 GMT 2025","","test_timeframe_consistency","",""
"Проверяет, что цены в разумных пределах","429","test_price_ranges[15m-DAI-CES]","tests.validation","Wed Sep 17 18:05:13 GMT 2025","failed","Wed Sep 17 18:05:14 GMT 2025","","test_price_validation","",""
"","1391","test_response_structure[1w-USDT-DAI]","tests.basic","Wed Sep 17 17:55:34 GMT 2025","passed","Wed Sep 17 17:55:35 GMT 2025","","test_data_structure","",""
"Проверяет, что цены в разумных пределах","436","test_price_ranges[15m-USDT-DAI]","tests.validation","Wed Sep 17 18:05:10 GMT 2025","failed","Wed Sep 17 18:05:10 GMT 2025","","test_price_validation","",""
"","1442","test_date_format_and_range[1h-USDT-DAI]","tests.validation","Wed Sep 17 18:03:38 GMT 2025","passed","Wed Sep 17 18:03:40 GMT 2025","","test_date_validation","",""
"","1402","test_dates_ordered[1h-CES-POL]","tests.validation","Wed Sep 17 18:00:43 GMT 2025","passed","Wed Sep 17 18:00:44 GMT 2025","","test_date_validation","",""
"","1441","test_no_duplicate_dates[15m-DAI-POL]","tests.validation","Wed Sep 17 18:02:23 GMT 2025","passed","Wed Sep 17 18:02:24 GMT 2025","","test_date_validation","",""
"Проверяет, что цены в разумных пределах","394","test_price_ranges[1w-DAI-CES]","tests.validation","Wed Sep 17 18:04:27 GMT 2025","failed","Wed Sep 17 18:04:27 GMT 2025","","test_price_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1418","test_candle_validity[1h-DAI-POL]","tests.validation","Wed Sep 17 18:06:00 GMT 2025","passed","Wed Sep 17 18:06:01 GMT 2025","","test_price_validation","",""
"","1427","test_response_structure[4h-CES-POL]","tests.basic","Wed Sep 17 17:55:48 GMT 2025","passed","Wed Sep 17 17:55:49 GMT 2025","","test_data_structure","",""
"","1433","test_api_availability[-POL-USDT]","tests.basic","Wed Sep 17 17:53:40 GMT 2025","passed","Wed Sep 17 17:53:42 GMT 2025","","test_availability","",""
"","1911","test_volume_positive[1w-CES-DAI]","tests.validation","Wed Sep 17 18:07:07 GMT 2025","passed","Wed Sep 17 18:07:09 GMT 2025","","test_volume_validation","",""
"","257","test_zero_volume_cases[-DAI-CES]","tests.special","Wed Sep 17 17:58:57 GMT 2025","failed","Wed Sep 17 17:58:57 GMT 2025","","test_edge_cases","",""
"","249","test_zero_volume_cases[4h-DAI-POL]","tests.special","Wed Sep 17 17:59:01 GMT 2025","failed","Wed Sep 17 17:59:01 GMT 2025","","test_edge_cases","",""
"","1923","test_volume_positive[-CES-USDT]","tests.validation","Wed Sep 17 18:06:40 GMT 2025","passed","Wed Sep 17 18:06:42 GMT 2025","","test_volume_validation","",""
"","1427","test_date_format_and_range[1h-DAI-POL]","tests.validation","Wed Sep 17 18:03:32 GMT 2025","passed","Wed Sep 17 18:03:34 GMT 2025","","test_date_validation","",""
"","2698","test_timeframe_consistency[POL-DAI]","tests.consistency","Wed Sep 17 17:58:14 GMT 2025","passed","Wed Sep 17 17:58:17 GMT 2025","","test_timeframe_consistency","",""
"","1430","test_non_empty_data[1h-DAI-CES]","tests.basic","Wed Sep 17 17:57:39 GMT 2025","passed","Wed Sep 17 17:57:41 GMT 2025","","test_data_structure","",""
"","1442","test_date_format_and_range[-DAI-USDT]","tests.validation","Wed Sep 17 18:02:45 GMT 2025","passed","Wed Sep 17 18:02:47 GMT 2025","","test_date_validation","",""
"","1421","test_api_availability[-DAI-CES]","tests.basic","Wed Sep 17 17:53:56 GMT 2025","passed","Wed Sep 17 17:53:58 GMT 2025","","test_availability","",""
"","1385","test_no_duplicate_dates[1w-CES-USDT]","tests.validation","Wed Sep 17 18:01:38 GMT 2025","passed","Wed Sep 17 18:01:40 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","390","test_candle_validity[1w-USDT-CES]","tests.validation","Wed Sep 17 18:05:36 GMT 2025","failed","Wed Sep 17 18:05:36 GMT 2025","","test_price_validation","",""
"","1977","test_volume_positive[15m-USDT-POL]","tests.validation","Wed Sep 17 18:07:59 GMT 2025","passed","Wed Sep 17 18:08:01 GMT 2025","","test_volume_validation","",""
"","1453","test_date_format_and_range[4h-CES-DAI]","tests.validation","Wed Sep 17 18:03:25 GMT 2025","passed","Wed Sep 17 18:03:27 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1403","test_candle_validity[1w-POL-DAI]","tests.validation","Wed Sep 17 18:05:28 GMT 2025","passed","Wed Sep 17 18:05:29 GMT 2025","","test_price_validation","",""
"","1419","test_dates_ordered[1w-USDT-POL]","tests.validation","Wed Sep 17 18:00:02 GMT 2025","passed","Wed Sep 17 18:00:04 GMT 2025","","test_date_validation","",""
"Проверяет, что цены в разумных пределах","1488","test_price_ranges[15m-POL-USDT]","tests.validation","Wed Sep 17 18:05:01 GMT 2025","passed","Wed Sep 17 18:05:03 GMT 2025","","test_price_validation","",""
"","1434","test_date_format_and_range[4h-POL-DAI]","tests.validation","Wed Sep 17 18:03:14 GMT 2025","passed","Wed Sep 17 18:03:15 GMT 2025","","test_date_validation","",""
"","1500","test_date_format_and_range[15m-DAI-USDT]","tests.validation","Wed Sep 17 18:03:54 GMT 2025","passed","Wed Sep 17 18:03:55 GMT 2025","","test_date_validation","",""
"","1456","test_date_format_and_range[-POL-CES]","tests.validation","Wed Sep 17 18:02:42 GMT 2025","passed","Wed Sep 17 18:02:44 GMT 2025","","test_date_validation","",""
"","1489","test_no_duplicate_dates[1h-POL-DAI]","tests.validation","Wed Sep 17 18:02:04 GMT 2025","passed","Wed Sep 17 18:02:06 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","442","test_candle_validity[15m-USDT-DAI]","tests.validation","Wed Sep 17 18:06:20 GMT 2025","failed","Wed Sep 17 18:06:21 GMT 2025","","test_price_validation","",""
